Symbol;Name;MarketCap;IPOyear;Sector;industry
AMTX;Aemetis, Inc;$23.04M;n/a;Basic Industries;Major Chemicals
AERI;Aerie Pharmaceuticals, Inc.;$1.97B;2013;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
AVAV;AeroVironment, Inc.;$884.18M;2007;Capital Goods;Aerospace
AEZS;AEterna Zentaris Inc.;$28.86M;n/a;Health Care;Major Pharmaceuticals
AEMD;Aethlon Medical, Inc.;$16.5M;n/a;Capital Goods;Biotechnology: Laboratory Analytical Instruments
GNMX;Aevi Genomic Medicine, Inc.;$43.79M;n/a;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
AFMD;Affimed N.V.;$92.27M;2014;Health Care;Major Pharmaceuticals
AGEN;Agenus Inc.;$398.46M;2000;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
AGRX;Agile Therapeutics, Inc.;$99.38M;2014;Health Care;Major Pharmaceuticals
AGYS;Agilysys, Inc.;$243.31M;n/a;Technology;EDP Services
AGIO;Agios Pharmaceuticals, Inc.;$2.96B;2013;Health Care;Major Pharmaceuticals
AGNC;AGNC Investment Corp.;$6.95B;2008;Consumer Services;Real Estate Investment Trusts
AGNCB;AGNC Investment Corp.;$9.04B;n/a;Consumer Services;Real Estate Investment Trusts
AGNCP;AGNC Investment Corp.;n/a;n/a;Consumer Services;Real Estate Investment Trusts
AGFS;AgroFresh Solutions, Inc.;$378.11M;2014;Finance;Business Services
AGFSW;AgroFresh Solutions, Inc.;n/a;2014;Finance;Business Services
ALRN;Aileron Therapeutics, Inc.;$178.58M;2017;Health Care;Major Pharmaceuticals
AIMT;Aimmune Therapeutics, Inc.;$1.08B;2015;Health Care;Major Pharmaceuticals
AIRT;Air T, Inc.;$35.03M;n/a;Transportation;Air Freight/Delivery Services
ATSG;Air Transport Services Group, Inc;$1.47B;n/a;Transportation;Air Freight/Delivery Services
AIRG;Airgain, Inc.;$125.67M;2016;Technology;Radio And Television Broadcasting And Communications Equipment
AMCN;AirMedia Group Inc;$167.09M;2007;Technology;Advertising
AKAM;Akamai Technologies, Inc.;$8.23B;1999;Miscellaneous;Business Services
AKTX;Akari Therapeutics Plc;$44.16M;n/a;Health Care;Major Pharmaceuticals
AKCA;Akcea Therapeutics, Inc.;$962.33M;2017;Health Care;Major Pharmaceuticals
AKBA;Akebia Therapeutics, Inc.;$621.55M;2014;Health Care;Major Pharmaceuticals
AKER;Akers Biosciences Inc;$8.45M;2014;Health Care;Biotechnology: In Vitro & In Vivo Diagnostic Substances
AKRX;Akorn, Inc.;$4.18B;n/a;Health Care;Major Pharmaceuticals
AKTS;Akoustis Technologies, Inc.;$122.84M;n/a;Public Utilities;Telecommunications Equipment
ALRM;Alarm.com Holdings, Inc.;$1.8B;2015;Technology;Computer Software: Prepackaged Software
ALSK;Alaska Communications Systems Group, Inc.;$123.53M;1999;Public Utilities;Telecommunications Equipment
AMRI;Albany Molecular Research, Inc.;$933.14M;1999;Health Care;Biotechnology: Commercial Physical & Biological Resarch
ALBO;Albireo Pharma, Inc.;$204.33M;n/a;Health Care;Major Pharmaceuticals
ABDC;Alcentra Capital Corp.;$152.78M;n/a;n/a;n/a
ADHD;Alcobra Ltd.;$29.77M;2013;Health Care;Major Pharmaceuticals
ALDR;Alder BioPharmaceuticals, Inc.;$639.39M;2014;Health Care;Major Pharmaceuticals
ALDX;Aldeyra Therapeutics, Inc.;$66.58M;2014;Health Care;Major Pharmaceuticals
ALXN;Alexion Pharmaceuticals, Inc.;$30.5B;1996;Health Care;Major Pharmaceuticals
ALCO;Alico, Inc.;$252.42M;n/a;Consumer Non-Durables;Farming/Seeds/Milling
ALGN;Align Technology, Inc.;$13.6B;2001;Health Care;Industrial Specialties
ALIM;Alimera Sciences, Inc.;$101.9M;2010;Health Care;Major Pharmaceuticals
ALJJ;ALJ Regional Holdings, Inc.;$120.02M;n/a;Miscellaneous;Business Services
ALKS;Alkermes plc;$8.26B;1991;Health Care;Major Pharmaceuticals
ABTX;Allegiance Bancshares, Inc.;$485.32M;2015;Finance;Major Banks
ALGT;Allegiant Travel Company;$2.11B;2006;Transportation;Air Freight/Delivery Services
AIQ;Alliance HealthCare Services, Inc.;$142.43M;2001;Health Care;Medical Specialities
AHGP;Alliance Holdings GP, L.P.;$1.69B;2006;Energy;Coal Mining
AMMA;Alliance MMA, Inc.;$10.06M;2016;Consumer Services;Services-Misc. Amusement & Recreation
ARLP;Alliance Resource Partners, L.P.;$2.53B;1999;Energy;Coal Mining
AHPI;Allied Healthcare Products, Inc.;$8.67M;1992;Health Care;Industrial Specialties
AMOT;Allied Motion Technologies, Inc.;$238.58M;n/a;Capital Goods;Electrical Products
ALQA;Alliqua BioMedical, Inc.;$16.09M;n/a;Health Care;Medical/Dental Instruments
ALLT;Allot Communications Ltd.;$164.25M;2006;Technology;Computer Communications Equipment
MDRX;Allscripts Healthcare Solutions, Inc.;$2.38B;n/a;Technology;EDP Services
AFAM;Almost Family Inc;$666.31M;n/a;Health Care;Medical/Nursing Services
ALNY;Alnylam Pharmaceuticals, Inc.;$7.11B;2004;Health Care;Major Pharmaceuticals
AOSL;Alpha and Omega Semiconductor Limited;$391.83M;2010;Technology;Semiconductors
GOOG;Alphabet Inc.;$642.96B;2004;Technology;Computer Software: Programming, Data Processing
GOOGL;Alphabet Inc.;$655.32B;n/a;Technology;Computer Software: Programming, Data Processing
SMCP;AlphaMark Actively Managed Small Cap ETF;$26.58M;n/a;n/a;n/a
ATEC;Alphatec Holdings, Inc.;$18.57M;2006;Health Care;Medical/Dental Instruments
ALPN;Alpine Immune Sciences, Inc.;$36.01M;2015;Health Care;Major Pharmaceuticals
SWIN;ALPS/Dorsey Wright Sector Momentum ETF;$6.99M;n/a;n/a;n/a
AABA;Altaba Inc.;$52.35B;n/a;Technology;EDP Services
ALT;Altimmune, Inc.;$1.57M;n/a;Health Care;Major Pharmaceuticals
ASPS;Altisource Portfolio Solutions S.A.;$430.4M;n/a;Consumer Services;Other Consumer Services
AIMC;Altra Industrial Motion Corp.;$1.3B;2006;Capital Goods;Industrial Machinery/Components
AMAG;AMAG Pharmaceuticals, Inc.;$704.41M;n/a;Health Care;Major Pharmaceuticals
AMRN;Amarin Corporation plc;$999.31M;n/a;Health Care;Major Pharmaceuticals
AMRK;A-Mark Precious Metals, Inc.;$108.57M;n/a;Basic Industries;Other Specialty Stores
AMZN;Amazon.com, Inc.;$474.41B;1997;Consumer Services;Catalog/Specialty Distribution
AMBC;Ambac Financial Group, Inc.;$891.91M;n/a;Finance;Property-Casualty Insurers
AMBCW;Ambac Financial Group, Inc.;n/a;n/a;Finance;Property-Casualty Insurers
AMBA;Ambarella, Inc.;$1.71B;2012;Technology;Semiconductors
AMCX;AMC Networks Inc.;$4.15B;n/a;Consumer Services;Television Services
DOX;Amdocs Limited;$9.71B;n/a;Technology;EDP Services
AMDA;Amedica Corporation;$13.06M;2014;Health Care;Medical/Dental Instruments
AMED;Amedisys Inc;$1.64B;n/a;Health Care;Medical/Nursing Services
UHAL;Amerco;$7.72B;n/a;Consumer Services;Rental/Leasing Companies
ATAX;America First Multifamily Investors, L.P.;$364.53M;n/a;Finance;Finance: Consumer Services
AMOV;America Movil, S.A.B. de C.V.;$58.18B;n/a;Public Utilities;Telecommunications Equipment
AAL;American Airlines Group, Inc.;$24.74B;n/a;Transportation;Air Freight/Delivery Services
ACSF;American Capital Senior Floating, Ltd.;$126M;2014;n/a;n/a
AETI;American Electric Technologies, Inc.;$16.13M;n/a;Energy;Industrial Machinery/Components
AMNB;American National Bankshares, Inc.;$330.16M;n/a;Finance;Major Banks
ANAT;American National Insurance Company;$3.31B;n/a;Finance;Life Insurance
AOBC;American Outdoor Brands Corporation;$1.06B;n/a;Capital Goods;Ordnance And Accessories
APEI;American Public Education, Inc.;$360.39M;2007;Consumer Services;Other Consumer Services
ARII;American Railcar Industries, Inc.;$696.56M;2006;Capital Goods;Railroads
AMRB;American River Bankshares;$88.44M;n/a;Finance;Major Banks
AMSWA;American Software, Inc.;$283.54M;n/a;Technology;Computer Software: Prepackaged Software
AMSC;American Superconductor Corporation;$60.07M;1991;Consumer Durables;Metal Fabrications
AMWD;American Woodmark Corporation;$1.58B;1986;Basic Industries;Forest Products
CRMT;America&#39;;;;
ABCB;Ameris Bancorp;$1.72B;1994;Finance;Major Banks
AMSF;AMERISAFE, Inc.;$1.11B;2005;Finance;Property-Casualty Insurers
ASRV;AmeriServ Financial Inc.;$73.85M;n/a;Finance;Major Banks
ASRVP;AmeriServ Financial Inc.;n/a;n/a;Finance;Major Banks
ATLO;Ames National Corporation;$268.15M;n/a;Finance;Major Banks
AMGN;Amgen Inc.;$126.85B;1983;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
FOLD;Amicus Therapeutics, Inc.;$2.17B;2007;Health Care;Major Pharmaceuticals
AMKR;Amkor Technology, Inc.;$2.1B;1998;Technology;Semiconductors
AMPH;Amphastar Pharmaceuticals, Inc.;$730.89M;2014;Health Care;Major Pharmaceuticals
IBUY;Amplify Online Retail ETF;n/a;n/a;n/a;n/a
ASYS;Amtech Systems, Inc.;$118.41M;n/a;Technology;Industrial Machinery/Components
AFSI;AmTrust Financial Services, Inc.;$3.1B;n/a;Finance;Property-Casualty Insurers
AMRS;Amyris, Inc.;$70.89M;2010;Basic Industries;Major Chemicals
ADI;Analog Devices, Inc.;$28.55B;n/a;Technology;Semiconductors
ALOG;Analogic Corporation;$881.67M;1972;Capital Goods;Electrical Products
ANAB;AnaptysBio, Inc.;$445.32M;2017;Health Care;Major Pharmaceuticals
AVXL;Anavex Life Sciences Corp.;$165.09M;n/a;Health Care;Biotechnology: Commercial Physical & Biological Resarch
ANCB;Anchor Bancorp;$63.12M;2011;Finance;Banks
ANDA;Andina Acquisition Corp. II;$53.31M;2015;Finance;Business Services
ANDAR;Andina Acquisition Corp. II;n/a;2015;Finance;Business Services
ANDAU;Andina Acquisition Corp. II;n/a;2015;Finance;Business Services
ANDAW;Andina Acquisition Corp. II;n/a;2015;Finance;Business Services
ANGI;Angie&#39;;;;
ANGO;AngioDynamics, Inc.;$623.2M;2004;Health Care;Medical/Dental Instruments
ANIP;ANI Pharmaceuticals, Inc.;$510.9M;n/a;Health Care;Major Pharmaceuticals
ANIK;Anika Therapeutics Inc.;$762.24M;n/a;Health Care;Medical/Dental Instruments
ANSS;ANSYS, Inc.;$10.63B;1996;Technology;Computer Software: Prepackaged Software
ATRS;Antares Pharma, Inc.;$486.49M;n/a;Health Care;Medical/Dental Instruments
ANTH;Anthera Pharmaceuticals, Inc.;$13.81M;2010;Health Care;Major Pharmaceuticals
ABAC;Aoxin Tianli Group, Inc.;$17.8M;n/a;Consumer Non-Durables;Farming/Seeds/Milling
APOG;Apogee Enterprises, Inc.;$1.51B;n/a;Capital Goods;Auto Parts:O.E.M.
APEN;Apollo Endosurgery, Inc.;$104.89M;n/a;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
AINV;Apollo Investment Corporation;$1.4B;2004;n/a;n/a
APPF;AppFolio, Inc.;$1.18B;2015;Technology;Computer Software: Prepackaged Software
APPN;Appian Corporation;$1.16B;2017;Technology;Computer Software: Prepackaged Software
AAPL;Apple Inc.;$815.39B;1980;Technology;Computer Manufacturing
ARCI;Appliance Recycling Centers of America, Inc.;$4.46M;n/a;Consumer Services;Home Furnishings
APDN;Applied DNA Sciences Inc;$45.85M;n/a;Consumer Services;Other Consumer Services
APDNW;Applied DNA Sciences Inc;n/a;n/a;Consumer Services;Other Consumer Services
AGTC;Applied Genetic Technologies Corporation;$90.42M;2014;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
AMAT;Applied Materials, Inc.;$46.02B;1972;Technology;Semiconductors
AAOI;Applied Optoelectronics, Inc.;$1.23B;2013;Technology;Semiconductors
AREX;Approach Resources Inc.;$245.91M;2007;Energy;Oil & Gas Production
APTI;Apptio, Inc.;$664.74M;2016;Technology;Computer Software: Prepackaged Software
APRI;Apricus Biosciences, Inc.;$17.37M;n/a;Health Care;Major Pharmaceuticals
APVO;Aptevo Therapeutics Inc.;$39.64M;n/a;Health Care;Major Pharmaceuticals
APTO;Aptose Biosciences, Inc.;$38.05M;n/a;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
AQMS;Aqua Metals, Inc.;$221.76M;2015;Basic Industries;Metal Fabrications
AQB;AquaBounty Technologies, Inc.;$67.42M;n/a;n/a;n/a
AQXP;Aquinox Pharmaceuticals, Inc.;$349.47M;2014;Health Care;Major Pharmaceuticals
ARDM;Aradigm Corporation;$16.94M;1996;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus
ARLZ;Aralez Pharmaceuticals Inc.;$75.08M;n/a;Health Care;Major Pharmaceuticals
PETX;Aratana Therapeutics, Inc.;$280.08M;2013;Health Care;Major Pharmaceuticals
ABUS;Arbutus Biopharma Corporation;$189.83M;n/a;Health Care;Major Pharmaceuticals
ARCW;ARC Group Worldwide, Inc.;$48.15M;n/a;Capital Goods;Metal Fabrications
ABIO;ARCA biopharma, Inc.;$17.56M;n/a;Health Care;Biotechnology: In Vitro & In Vivo Diagnostic Substances
RKDA;Arcadia Biosciences, Inc.;$18.5M;2015;Basic Industries;Agricultural Chemicals
ARCB;ArcBest Corporation;$680.77M;n/a;Transportation;Trucking Freight/Courier Services
ACGL;Arch Capital Group Ltd.;$12.81B;n/a;Finance;Property-Casualty Insurers
ACGLP;Arch Capital Group Ltd.;n/a;n/a;Finance;Property-Casualty Insurers
APLP;Archrock Partners, L.P.;$866.32M;n/a;Public Utilities;Natural Gas Distribution
ARDX;Ardelyx, Inc.;$227.46M;2014;Health Care;Major Pharmaceuticals
ARNA;Arena Pharmaceuticals, Inc.;$739.09M;2000;Health Care;Major Pharmaceuticals
ARCC;Ares Capital Corporation;$7B;2004;n/a;n/a
ARGX;argenx SE;$422.45M;2017;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
AGII;Argo Group International Holdings, Ltd.;$1.81B;n/a;Finance;Specialty Insurers
AGIIL;Argo Group International Holdings, Ltd.;n/a;n/a;Finance;Specialty Insurers
ARGS;Argos Therapeutics, Inc.;$10.31M;2014;Health Care;Major Pharmaceuticals
ARIS;ARI Network Services, Inc.;$122.47M;1991;Technology;Computer Software: Programming, Data Processing
ARKR;Ark Restaurants Corp.;$77.07M;n/a;Consumer Services;Restaurants
ARTX;Arotech Corporation;$96.46M;1994;Miscellaneous;Industrial Machinery/Components
ARQL;ArQule, Inc.;$79.68M;1996;Health Care;Major Pharmaceuticals
ARRY;Array BioPharma Inc.;$1.39B;2000;Health Care;Major Pharmaceuticals
ARRS;ARRIS International plc;$5.29B;n/a;Technology;Radio And Television Broadcasting And Communications Equipment
DWAT;Arrow DWA Tactical ETF;$7.83M;n/a;n/a;n/a
AROW;Arrow Financial Corporation;$442.6M;n/a;Finance;Major Banks
ARWR;Arrowhead Pharmaceuticals, Inc.;$137.58M;n/a;Health Care;Major Pharmaceuticals
ARTNA;Artesian Resources Corporation;$360.89M;n/a;Public Utilities;Water Supply
ARTW;Art&#39;;;;
ASBB;ASB Bancorp, Inc.;$168.57M;2011;Finance;Savings Institutions
ASNA;Ascena Retail Group, Inc.;$498.32M;n/a;Consumer Services;Clothing/Shoe/Accessory Stores
ASND;Ascendis Pharma A/S;$910.07M;2015;Health Care;Major Pharmaceuticals
ASCMA;Ascent Capital Group, Inc.;$208.28M;n/a;Consumer Services;Other Consumer Services
APWC;Asia Pacific Wire & Cable Corporation Limited;$42.15M;n/a;Basic Industries;Telecommunications Equipment
ASML;ASML Holding N.V.;$65.85B;1995;Technology;Industrial Machinery/Components
ASPU;Aspen Group Inc.;$84.8M;n/a;n/a;n/a
AZPN;Aspen Technology, Inc.;$4.31B;1994;Technology;EDP Services
ASMB;Assembly Biosciences, Inc.;$396.18M;n/a;Health Care;Major Pharmaceuticals
ASFI;Asta Funding, Inc.;$47.58M;1995;Finance;Finance Companies
ASTE;Astec Industries, Inc.;$1.12B;1986;Capital Goods;Construction/Ag Equipment/Trucks
ATRO;Astronics Corporation;$728.71M;n/a;Capital Goods;Military/Government/Technical
ALOT;AstroNova, Inc.;$93.54M;1983;Technology;Computer peripheral equipment
ASTC;Astrotech Corporation;$15.11M;n/a;Capital Goods;Military/Government/Technical
ASUR;Asure Software Inc;$166.61M;n/a;Technology;EDP Services
ASV;ASV Holdings, Inc.;$77.71M;2017;Capital Goods;Construction/Ag Equipment/Trucks
ATAI;ATA Inc.;$113.45M;2008;Consumer Services;Other Consumer Services
ATRA;Atara Biotherapeutics, Inc.;$445.37M;2014;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
ATHN;athenahealth, Inc.;$5.65B;2007;Miscellaneous;Business Services
ATNX;Athenex, Inc.;$807.59M;2017;Health Care;Major Pharmaceuticals
ATHX;Athersys, Inc.;$163.64M;n/a;Health Care;Major Pharmaceuticals
ATAC;Atlantic Acquisition Corp.;n/a;n/a;n/a;n/a
ATACU;Atlantic Acquisition Corp.;n/a;n/a;n/a;n/a
AAPC;Atlantic Alliance Partnership Corp.;$39.08M;2015;Consumer Services;Services-Misc. Amusement & Recreation
AAME;Atlantic American Corporation;$73.49M;n/a;Finance;Life Insurance
ACBI;Atlantic Capital Bancshares, Inc.;$491.11M;n/a;Finance;Major Banks
ACFC;Atlantic Coast Financial Corporation;$122.72M;n/a;Finance;Savings Institutions
ABY;Atlantica Yield plc;$2.21B;2014;Public Utilities;Electric Utilities: Central
ATLC;Atlanticus Holdings Corporation;$38.95M;1995;Finance;Finance: Consumer Services
AAWW;Atlas Air Worldwide Holdings;$1.66B;n/a;Transportation;Transportation Services
AFH;Atlas Financial Holdings, Inc.;$184.67M;2013;Finance;Property-Casualty Insurers
AFHBL;Atlas Financial Holdings, Inc.;n/a;n/a;Finance;Property-Casualty Insurers
TEAM;Atlassian Corporation Plc;$7.97B;2015;Technology;Computer Software: Prepackaged Software
ATNI;ATN International, Inc.;$1B;n/a;Public Utilities;Telecommunications Equipment
ATOM;Atomera Incorporated;$59.43M;2016;Technology;Semiconductors
ATOS;Atossa Genetics Inc.;$3M;2012;Health Care;Medical/Dental Instruments
ATRC;AtriCure, Inc.;$772.18M;2005;Health Care;Medical/Dental Instruments
ATRI;Atrion Corporation;$1.2B;n/a;Health Care;Medical/Dental Instruments
ATTU;Attunity Ltd.;$113.12M;n/a;Technology;Computer Software: Prepackaged Software
LIFE;aTyr Pharma, Inc.;$79.16M;2015;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
AUBN;Auburn National Bancorporation, Inc.;$134.89M;n/a;Finance;Major Banks
BOLD;Audentes Therapeutics, Inc.;$552.87M;2016;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
AUDC;AudioCodes Ltd.;$219.75M;1999;Public Utilities;Telecommunications Equipment
AUPH;Aurinia Pharmaceuticals Inc;$513.43M;n/a;Health Care;Major Pharmaceuticals
EARS;Auris Medical Holding AG;$35.42M;2014;Health Care;Major Pharmaceuticals
ABTL;Autobytel Inc.;$90.9M;1999;Technology;Computer Software: Programming, Data Processing
ADSK;Autodesk, Inc.;$23.89B;n/a;Technology;Computer Software: Prepackaged Software
ADP;Automatic Data Processing, Inc.;$49.84B;n/a;Technology;EDP Services
AVDL;Avadel Pharmaceuticals plc;$383.22M;n/a;Health Care;Major Pharmaceuticals
ATXI;Avenue Therapeutics, Inc.;$59.24M;2017;Health Care;Major Pharmaceuticals
AVEO;AVEO Pharmaceuticals, Inc.;$279.22M;2010;Health Care;Major Pharmaceuticals
AVXS;AveXis, Inc.;$3.07B;2016;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
AVNW;Aviat Networks, Inc.;$92.22M;n/a;Technology;Radio And Television Broadcasting And Communications Equipment
AVID;Avid Technology, Inc.;$195.38M;1993;Technology;Computer Software: Prepackaged Software
AVGR;Avinger, Inc.;$11.04M;2015;Health Care;Medical/Dental Instruments
AVIR;Aviragen Therapeutics, Inc.;$22.79M;n/a;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
CAR;Avis Budget Group, Inc.;$2.71B;n/a;Consumer Services;Rental/Leasing Companies
AHPA;Avista Healthcare Public Acquisition Corp.;$382.46M;2016;Finance;Business Services
AHPAU;Avista Healthcare Public Acquisition Corp.;n/a;2016;Finance;Business Services
AHPAW;Avista Healthcare Public Acquisition Corp.;n/a;2016;Finance;Business Services
AWRE;Aware, Inc.;$101.04M;1996;Technology;Computer Software: Prepackaged Software
AXAR;Axar Acquisition Corp.;$84.64M;2014;Finance;Business Services
AXARU;Axar Acquisition Corp.;n/a;2014;Finance;Business Services
AXARW;Axar Acquisition Corp.;n/a;2014;Finance;Business Services
ACLS;Axcelis Technologies, Inc.;$604.93M;2000;Technology;Industrial Machinery/Components
AXGN;AxoGen, Inc.;$484.85M;n/a;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus
AAXN;Axon Enterprise, Inc.;$1.34B;n/a;Capital Goods;Ordnance And Accessories
AXSM;Axsome Therapeutics, Inc.;$139.27M;2015;Health Care;Major Pharmaceuticals
AXTI;AXT Inc;$295.14M;1998;Technology;Semiconductors
AZRX;AzurRx BioPharma, Inc.;$47M;2016;Health Care;Major Pharmaceuticals
BCOM;B Communications Ltd.;$437.87M;n/a;Consumer Services;Telecommunications Equipment
RILY;B. Riley Financial, Inc.;$484.1M;n/a;Miscellaneous;Business Services
RILYL;B. Riley Financial, Inc.;n/a;n/a;Miscellaneous;Business Services
RILYZ;B. Riley Financial, Inc.;n/a;n/a;Miscellaneous;Business Services
BOSC;B.O.S. Better Online Solutions;$5.72M;n/a;Technology;Computer Communications Equipment
BIDU;Baidu, Inc.;$78.39B;2005;Technology;Computer Software: Programming, Data Processing
BCPC;Balchem Corporation;$2.49B;n/a;Basic Industries;Major Chemicals
BWINA;Baldwin & Lyons, Inc.;$344.38M;n/a;Finance;Property-Casualty Insurers
BWINB;Baldwin & Lyons, Inc.;$359.48M;n/a;Finance;Property-Casualty Insurers
BLDP;Ballard Power Systems, Inc.;$509.74M;n/a;Energy;Industrial Machinery/Components
BANF;BancFirst Corporation;$3.35B;1993;Finance;Major Banks
BANFP;BancFirst Corporation;$27.26M;n/a;Finance;Major Banks
BCTF;Bancorp 34, Inc.;$48.13M;n/a;Finance;Savings Institutions
BKMU;Bank Mutual Corporation;$445.54M;n/a;Finance;Savings Institutions
BOCH;Bank of Commerce Holdings (CA);$169.91M;n/a;Finance;Major Banks
BMRC;Bank of Marin Bancorp;$404.16M;n/a;Finance;Major Banks
BMLP;Bank Of Montreal;n/a;n/a;Finance;Commercial Banks
BKSC;Bank of South Carolina Corp.;$94.71M;n/a;Finance;Major Banks
BOTJ;Bank of the James Financial Group, Inc.;$65.9M;n/a;Finance;Major Banks
OZRK;Bank of the Ozarks;$5.61B;1997;Finance;Major Banks
BFIN;BankFinancial Corporation;$290.84M;n/a;Finance;Savings Institutions
BWFG;Bankwell Financial Group, Inc.;$254.39M;2014;Finance;Major Banks
BANR;Banner Corporation;$1.91B;n/a;Finance;Major Banks
BZUN;Baozun Inc.;$1.71B;2015;Consumer Services;Catalog/Specialty Distribution
TAPR;Barclays Inverse US Treasury Composite ETN;$15.2M;n/a;Finance;Commercial Banks
BHAC;Barington/Hilco Acquisition Corp.;$49.02M;2015;Finance;Business Services
BHACR;Barington/Hilco Acquisition Corp.;n/a;2015;Finance;Business Services
BHACU;Barington/Hilco Acquisition Corp.;n/a;2015;Finance;Business Services
BHACW;Barington/Hilco Acquisition Corp.;n/a;2015;Finance;Business Services
BBSI;Barrett Business Services, Inc.;$400.88M;1993;Technology;Professional Services
BSET;Bassett Furniture Industries, Incorporated;$398.42M;n/a;Consumer Durables;Home Furnishings
BYBK;Bay Bancorp, Inc.;$83.42M;n/a;Finance;Major Banks
BV;Bazaarvoice, Inc.;$383.51M;2012;Technology;Computer Software: Prepackaged Software
BCBP;BCB Bancorp, Inc. (NJ);$165.56M;2005;Finance;Savings Institutions
BECN;Beacon Roofing Supply, Inc.;$2.59B;2004;Consumer Services;RETAIL: Building Materials
BSF;Bear State Financial, Inc.;$342.6M;n/a;Finance;Major Banks
BBGI;Beasley Broadcast Group, Inc.;$311.43M;2000;Consumer Services;Broadcasting
BEBE;bebe stores, inc.;$48.97M;1998;Consumer Non-Durables;Apparel
BBBY;Bed Bath & Beyond Inc.;$4.36B;1992;Consumer Services;Home Furnishings
BGNE;BeiGene, Ltd.;$2.89B;2016;Health Care;Major Pharmaceuticals
BELFA;Bel Fuse Inc.;$285.99M;n/a;Capital Goods;Electrical Products
BELFB;Bel Fuse Inc.;$348.4M;n/a;Capital Goods;Electrical Products
BLPH;Bellerophon Therapeutics, Inc.;$43.74M;2015;Health Care;Major Pharmaceuticals
BLCM;Bellicum Pharmaceuticals, Inc.;$355.53M;2014;Health Care;Major Pharmaceuticals
BNCL;Beneficial Bancorp, Inc.;$1.15B;n/a;Finance;Savings Institutions
BNFT;Benefitfocus, Inc.;$853.67M;2013;Technology;Computer Software: Prepackaged Software
BNTC;Benitec Biopharma Limited;$20.1M;2015;Health Care;Major Pharmaceuticals
BNTCW;Benitec Biopharma Limited;n/a;2015;Health Care;Major Pharmaceuticals
BYSI;BeyondSpring, Inc.;$871.08M;2017;Health Care;Major Pharmaceuticals
BGCP;BGC Partners, Inc.;$3.64B;n/a;Finance;Investment Bankers/Brokers/Service
BGFV;Big 5 Sporting Goods Corporation;$207.14M;2002;Consumer Services;Other Specialty Stores
BASI;Bioanalytical Systems, Inc.;$14.49M;1997;Health Care;Biotechnology: Commercial Physical & Biological Resarch
ORPN;Bioblast Pharma Ltd.;$10.49M;2014;Health Care;Major Pharmaceuticals
BIOC;Biocept, Inc.;$34.58M;2014;Health Care;Medical Specialities
BCRX;BioCryst Pharmaceuticals, Inc.;$410.15M;1994;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
BDSI;BioDelivery Sciences International, Inc.;$177.04M;n/a;Health Care;Major Pharmaceuticals
BIIB;Biogen Inc.;$60.95B;n/a;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
BKYI;BIO-key International, Inc.;$22.02M;n/a;Technology;Computer Communications Equipment
BIOL;Biolase, Inc.;$63.99M;n/a;Health Care;Medical/Dental Instruments
BLFS;BioLife Solutions, Inc.;$48.79M;n/a;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus
BOLT;BioLight Life Sciences Ltd.;n/a;n/a;n/a;n/a
BLRX;BioLineRx Ltd.;$104.21M;n/a;Health Care;Major Pharmaceuticals
BMRN;BioMarin Pharmaceutical Inc.;$15.65B;1999;Health Care;Major Pharmaceuticals
BMRA;Biomerica, Inc.;$23.82M;n/a;Health Care;Medical/Dental Instruments
BVXV;BiondVax Pharmaceuticals Ltd.;$40.06M;2015;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
BVXVW;BiondVax Pharmaceuticals Ltd.;n/a;2015;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
BPTH;Bio-Path Holdings, Inc.;$35.52M;n/a;Health Care;Major Pharmaceuticals
BIOP;Bioptix, Inc;$20.65M;n/a;Health Care;Biotechnology: In Vitro & In Vivo Diagnostic Substances
BIOS;BioScrip, Inc.;$322.08M;n/a;Health Care;Medical/Nursing Services
BBC;BioShares Biotechnology Clinical Trials Fund;$24.25M;n/a;n/a;n/a
BBP;BioShares Biotechnology Products Fund;$39.44M;n/a;n/a;n/a
BSTC;BioSpecifics Technologies Corp;$347.75M;n/a;Health Care;Major Pharmaceuticals
BSTG;Biostage, Inc.;$17.07M;n/a;Health Care;Medical/Dental Instruments
BSPM;Biostar Pharmaceuticals, Inc.;$3.51M;n/a;Health Care;Major Pharmaceuticals
